Ref #,State,Organization,Date,Fact-Check URL,Author,Title,Paywall — Wayback Machine Link,TV Alternate/Duplicate Link,Notes,Claimant Name // (Claim Source?),Type of Claimant,Political Designation,Party Affiliation,Current Officeholder?,Current Position,Running for Office?,Aspiring Position,Topic,Source of Statement,Fact-Check Format,Was a Definitive Rating Given?,Multiple claims?,DELETE,INDIVIDUAL RECORD,ECONOMIC ISSUES,GOVERNMENT OPERATIONS,VOTING/ELECTIONS,CIVIL RIGHTS MINORITY ISSUES AND CIVIL LIBERTIES,IMMIGRATION AND REFUGEE ISSUES,LGBTQ,RACE,RELIGION,SOCIAL WELFARE,EDUCATION,ABORTION/WOMEN,HEALTH,LAW AND CRIME AND POLICING,GUNS,HISTORY,LEGISLATION,AGRICULTURE,ENERGY AND ENVIRONMENT,COMMUNITY DEVELOPMENT AND HOUSING,TECHNOLOGY SCIENCE SPACE,MEDIA AND COMMUNICATIONS
702,New Mexico,4 Investigates Fact Check,7/1/2022,https://www.kob.com/news/4-investigates/4-investigates-fact-check-did-kob-endorse-a-candidate/,Matt Grubs,4 Investigates Fact Check: Did KOB endorse a candidate?,,,,Get Families Back to Work,Political,Political organization,Conservative,,,,,"Individual Record, Voting/Elections",Advertisement,Video + Article,Yes,A,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Mexico,4 Investigates Fact Check,7/1/2022,https://www.kob.com/news/4-investigates/4-investigates-fact-check-did-kob-endorse-a-candidate/,Matt Grubs,4 Investigates Fact Check: Did KOB endorse a candidate?,,,,Get Families Back to Work,Political,Political organization,Conservative,,,,,"Individual Record, Voting/Elections",Advertisement,Video + Article,Yes,B,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,New Mexico,4 Investigates Fact Check,7/15/2022,https://www.kob.com/new-mexico/4-investigates-fact-check-the-truth-on-abortion-stances/,Matt Grubs,4 Investigates Fact Check: The truth on abortion stances,,,,Mark Ronchetti,Political,Politician,Republican,No,,Yes,Governor,"Abortion/Women, Individual Record",Advertisement,Video + Article,No,A,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,New Mexico,4 Investigates Fact Check,7/15/2022,https://www.kob.com/new-mexico/4-investigates-fact-check-the-truth-on-abortion-stances/,Matt Grubs,4 Investigates Fact Check: The truth on abortion stances,,,,Mark Ronchetti,Political,Politician,Republican,No,,Yes,Governor,"Abortion/Women, Individual Record",Advertisement,Video + Article,No,B,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
704,New Mexico,4 Investigates Fact Check,8/3/2022,https://www.kob.com/new-mexico/fact-check-does-ronchetti-really-want-to-defund-the-police/,Matt Grubs,Fact Check: Does Ronchetti really want to defund the police?,,,,Michelle Lujan Grisham,Political,Politician,Democratic,Yes,Governor,Yes,Governor,"Law and Crime and Policing, Individual Record",Advertisement,Video + Article,No,A,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,New Mexico,4 Investigates Fact Check,8/3/2022,https://www.kob.com/new-mexico/fact-check-does-ronchetti-really-want-to-defund-the-police/,Matt Grubs,Fact Check: Does Ronchetti really want to defund the police?,,,,Michelle Lujan Grisham,Political,Politician,Democratic,Yes,Governor,Yes,Governor,"Law and Crime and Policing, Government Operations, Individual Record",Advertisement,Video + Article,No,B,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
705,New York,PolitiFact New York,1/10/2022,https://www.politifact.com/factchecks/2022/jan/10/tom-suozzi/suozzi-calling-hochul-interim-governor-s-misleadin/,Jill Terreri Ramos,Suozzi is calling Hochul an ‘interim Governor.’ That’s wrong.,,,,Tom Suozzi,Political,Politician,Democratic,Yes,U.S. Representative,Yes,Governor,"Government Operations, Voting/Elections",Social Media,Article,Yes,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,New York,PolitiFact New York,1/27/2022,https://www.politifact.com/factchecks/2022/jan/27/donald-trump/no-new-york-has-not-delayed-covid-19-treatment-whi/,Jill Terreri Ramos,"No, New York has not delayed COVID-19 treatment for white people",,,,Donald Trump,Political,Politician,Republican,No,,Yes,President,"Health, Race",Speech/Remarks,Article,Yes,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
707,New York,PolitiFact New York,2/18/2022,https://www.politifact.com/factchecks/2022/feb/18/melanie-darrigo/tax-code-offers-write-offs-some-private-plane-purc/,Jill Terreri Ramos,Tax code offers write-offs for some private plane purchases,,,,Melanie D'Arrigo,Political,Politician,Democratic,No,,Yes,U.S. Representative,Economic Issues,Social Media,Article,Yes,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,New York,PolitiFact New York,3/7/2022,https://www.politifact.com/factchecks/2022/mar/07/jamaal-bowman/fact-checking-rep-jamaal-bowman-legacy-admissions-/,"Elizabeth Egan, Marnique O. Panepento","Fact-checking Rep. Jamaal Bowman on legacy admissions, affirmative action",,,,Jamaal Bowman,Political,Politician,Democratic,Yes,U.S. Representative,Yes,U.S. Representative,"Race, Education",Social Media,Article,Yes,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
709,New York,PolitiFact New York,3/9/2022,https://www.politifact.com/factchecks/2022/mar/09/robert-ortt/did-ny-state-park-attendance-set-record-during-pan/,Meghan Hall,Did N.Y. state park attendance set a record during the pandemic?,,,,Robert Ortt,Political,Politician,Republican,Yes,State Legislator,Yes,State Legislator,"Health, History",Written Statement,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
710,New York,PolitiFact New York,3/11/2022,https://www.politifact.com/factchecks/2022/mar/11/kathy-hochul/new-york-leader-vaccines-young-people-among-large-/,Jill Terreri Ramos,New York a leader in vaccines for young people among large states,,,,Kathy Hochul,Political,Politician,Democratic,Yes,Governor,Yes,Governor,Health,Speech/Remarks,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
711,New York,PolitiFact New York,3/16/2022,https://www.politifact.com/factchecks/2022/mar/16/tom-suozzi/tom-suozzi-offers-oversimplified-critique-manhatta/,"Tyler Smith, Jonny Walker",Tom Suozzi offers oversimplified critique of Manhattan DA’s prosecution policy,,,,Tom Suozzi,Political,Politician,Democratic,Yes,U.S. Representative,Yes,Governor,"Law and Crime and Policing, Government Operations, Individual Record",Advertisement,Article,Yes,,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
712,New York,PolitiFact New York,3/17/2022,https://www.politifact.com/factchecks/2022/mar/17/pam-helming/no-new-yorkers-are-not-taxed-almost-half-every-dol/,Jill Terreri Ramos,"No, New York does not receive half of every dollar motorists spend on gas",,,,Pam Helming,Political,Politician,Republican,Yes,State Legislator,Yes,State Legislator,"Economic Issues, Government Operations",Interview/TV Appearance,Article,Yes,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,New York,PolitiFact New York,3/29/2022,https://www.politifact.com/factchecks/2022/mar/29/sean-ryan/has-new-york-state-lost-99-its-historical-range-we/,"Elizabeth Egan, Marnique O. Panepento",Has New York state lost 99% of its historical range of wetlands?,,,,Sean Ryan,Political,Politician,Democratic,Yes,State Legislator,Yes,State Legislator,"Energy and Environment, History",Written Statement,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
714,New York,PolitiFact New York,4/6/2022,https://www.politifact.com/factchecks/2022/apr/06/rob-astorino/did-new-york-gov-kathy-hochul-fire-35000-health-ca/,"Tom Gaughan, Caroline Paterno","Did New York Gov. Kathy Hochul fire 35,000 health care workers?",,,,Rob Astorino,Political,Politician,Republican,No,,Yes,Governor,"Individual Record, Health",Social Media,Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
715,New York,PolitiFact New York,4/16/2022,https://www.politifact.com/factchecks/2022/apr/16/crystal-peoples-stokes/claim-about-crime-other-states-context-needed/,Jill Terreri Ramos,"In claim about crime in other states, context needed",,,,Crystal Peoples-Stokes,Political,Politician,Democratic,Yes,State Legislator,Yes,State Legislator,Law and Crime and Policing,Written Statement,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
716,New York,PolitiFact New York,4/27/2022,https://www.politifact.com/factchecks/2022/apr/27/claudia-tenney/can-fentanyl-seized-border-kill-every-american-sev/,"Elizabeth Egan, Marnique O. Panepento",Can the fentanyl seized by officials at U.S. borders kill every American seven times over?,,,,Claudia Tenney,Political,Politician,Republican,Yes,U.S. Representative,Yes,U.S. Representative,"Law and Crime and Policing, Health",Written Statement,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
717,New York,PolitiFact New York,4/30/2022,https://www.politifact.com/factchecks/2022/apr/30/kathy-hochul/new-york-state-so-many-bills/,Jill Terreri Ramos,"In New York State, so many bills",,,,Kathy Hochul,Political,Politician,Democratic,Yes,Governor,Yes,Governor,"Government Operations, Individual Record",Advertisement,Article,Yes,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,New York,PolitiFact New York,5/6/2022,https://www.politifact.com/factchecks/2022/may/06/lee-zeldin/does-new-york-lead-nation-population-loss/,"Elizabeth Egan, Marnique O. Panepento",Does New York lead the nation in population loss?,,,,Lee Zeldin,Political,Politician,Republican,Yes,U.S. Representative,Yes,Governor,Community Development and Housing,Social Media,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
719,New York,PolitiFact New York,5/7/2022,https://www.politifact.com/factchecks/2022/may/07/andrea-stewart-cousins/more-50-years-ago-new-york-republican-support-abor/,Jill Terreri Ramos,"More than 50 years ago in New York, Republican support for abortion",,,,Andrea Stewart-Cousins,Political,Politician,Democratic,Yes,State Legislator,Yes,State Legislator,"Abortion/Women, History",Speech/Remarks,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
720,New York,PolitiFact New York,5/27/2022,https://www.politifact.com/factchecks/2022/may/27/harry-wilson/wilsons-claim-zeldin-budget-votes-not-fully-accura/,Jill Terreri Ramos,Wilson’s claim on Zeldin budget votes not fully accurate,,,,Harry Wilson,Political,Politician,Republican,No,,Yes,Governor,"Individual Record, Economic Issues",Advertisement,Article,Yes,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,New York,PolitiFact New York,6/4/2022,https://www.politifact.com/factchecks/2022/jun/04/charles-schumer/among-children-firearms-leading-cause-death-2020/,Jill Terreri Ramos,"Among children, firearms the leading cause of death in 2020",,,,Charles Schumer,Political,Politician,Democratic,Yes,U.S. Senator,Yes,U.S. Senator,"Guns, Law and Crime and Policing, Health",Speech/Remarks,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
722,New York,PolitiFact New York,6/24/2022,https://www.politifact.com/factchecks/2022/jun/24/rob-astorino/gop-challenger-overstates-parole-boards-record-und/,Jill Terreri Ramos,GOP challenger overstates parole board’s record under Hochul,,,,Rob Astorino,Political,Politician,Republican,No,,Yes,Governor,Law and Crime and Policing,Debate,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
723,New York,PolitiFact New York,7/17/2022,https://www.politifact.com/factchecks/2022/jul/17/kathy-hochul/zeldin-supported-bill-narrow-exceptions/,Jill Terreri Ramos,Zeldin supported bill with narrow exceptions,,,,Kathy Hochul,Political,Politician,Democratic,Yes,Governor,Yes,Governor,"Abortion/Women, Individual Record",Advertisement,Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
724,New York,PolitiFact New York,9/1/2022,https://www.politifact.com/factchecks/2022/sep/01/social-media/show-id-buy-whipped-cream-not-vote-new-york-s-misl/,Jill Terreri Ramos,"Show ID to buy whipped cream, but not to vote? In New York, that’s misleading",,,,Ryan Fournier,Political,No official role,Republican,,,,,"Voting/Elections, Government Operations",Social Media,Article,Yes,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,New York,PolitiFact New York,9/21/2022,https://www.politifact.com/factchecks/2022/sep/21/lee-zeldin/house-democrats-have-objected-presidential-electio/,Jill Terreri Ramos,"House Democrats have objected to presidential election results, though under different circumstances",,,,Lee Zeldin,Political,Politician,Republican,Yes,U.S. Representative,Yes,Governor,"Voting/Elections, History",Speech/Remarks,Article,Yes,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
726,New York,PolitiFact New York,10/24/2022,https://www.politifact.com/factchecks/2022/oct/24/kathy-hochul/shootings-new-york-are-down-comparison-us-flawed/,Jill Terreri Ramos,"Shootings in New York are down, but comparison to U.S. is flawed",,,,Kathy Hochul,Political,Politician,Democratic,Yes,Governor,Yes,Governor,"Guns, Law and Crime and Policing",Speech/Remarks,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
727,New York,PolitiFact New York,11/5/2022,https://www.politifact.com/factchecks/2022/nov/05/kathy-hochul/state-pays-newest-overtime-costs-now/,Jill Terreri Ramos,"State to pay for newest farmworker overtime costs, for now",,,,Kathy Hochul,Political,Politician,Democratic,Yes,Governor,Yes,Governor,"Economic Issues, Government Operations",Debate,Article,Yes,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,New York,News10NBC Fact Check,1/5/2022,https://www.whec.com/archive/fact-check-no-more-firewood-in-new-york/,Nikki Rudd,Fact Check: No more firewood in New York?,,,,You may have heard...,Nonpolitical,,,,,,,"Energy and Environment, Agriculture",N/A,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
729,New York,News10NBC Fact Check,1/10/2022,https://www.whec.com/archive/fact-check-new-york-prioritizing-non-white-people-for-covid-19-treatment/,Nikki Rudd,Fact Check: New York prioritizing non-white people for COVID-19 treatment,,,,Karol Markowicz,Nonpolitical,,,,,,,"Health, Race",Social Media,Video + Article,Yes,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
730,New York,News10NBC Fact Check,1/12/2022,https://www.whec.com/archive/fact-check-walgreens-charging-sales-tax-on-covid-tests/,Nikki Rudd,Fact Check: Walgreens charging sales tax on COVID tests,,,,You may have heard...,Nonpolitical,,,,,,,"Health, Economic Issues",N/A,Video + Article,Yes,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
731,New York,News10NBC Fact Check,1/19/2022,https://www.whec.com/archive/fact-check-will-there-be-an-eviction-crisis/,Nikki Rudd,Fact Check: Will there be an eviction crisis?,,,,You may have heard...,Nonpolitical,,,,,,,"Community Development and Housing, Economic Issues",N/A,Video + Article,No,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
732,New York,News10NBC Fact Check,1/24/2022,https://www.whec.com/archive/fact-check-are-vaccine-incentives-for-kids-illegal/,Nikki Rudd,Fact Check: Are vaccine incentives for kids illegal?,,,,Viewer question,Nonpolitical,,,,,,,"Health, Law and Crime and Policing",Written Statement,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
733,New York,News10NBC Fact Check,1/26/2022,https://www.whec.com/archive/fact-check-rochester-does-not-salt-side-streets/,Nikki Rudd,Fact Check: Rochester does not salt side streets,,,,Viewer question,Nonpolitical,,,,,,,"Government Operations, Energy and Environment",Written Statement,Video + Article,Yes,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
734,New York,News10NBC Fact Check,2/2/2022,https://www.whec.com/archive/fact-check-how-much-of-the-infrastructure-bills-spending-is-actually-going-to-infrastructure/,Nikki Rudd,Fact Check: How much of the infrastructure bill’s spending is actually going to infrastructure?,,,,Viewer question,Nonpolitical,,,,,,,"Legislation, Economic Issues, Community Development and Housing",Written Statement,Video + Article,Yes,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
735,New York,News10NBC Fact Check,2/8/2022,https://www.whec.com/archive/fact-check-do-booze-and-boosters-mix/,Nikki Rudd,Fact Check: Do booze and boosters mix?,,,,Unknown social media user(s),Nonpolitical,,,,,,,Health,Social Media,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
736,New York,News10NBC Fact Check,2/9/2022,https://www.whec.com/archive/fact-check-proposed-rules-for-quarantine-camps/,Nikki Rudd,Fact Check: Proposed rules for quarantine camps?,,,,Viewer question,Nonpolitical,,,,,,,"Health, Government Operations",Written Statement,Video + Article,Yes,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
737,New York,News10NBC Fact Check,2/14/2022,https://www.whec.com/archive/fact-check-equifax-data-breach-email/,Nikki Rudd,Fact Check: Equifax data breach email,,,,Equifax Breach Settlement Administrator,Nonpolitical,,,,,,,Economic issues,Written Statement,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,New York,News10NBC Fact Check,2/21/2022,https://www.whec.com/archive/fact-check-follow-up-are-hochul-and-the-doh-still-trying-to-create-quarantine-camps/,Nikki Rudd,Fact Check Follow-up: Are Hochul and the DOH still trying to create quarantine camps?,,,,Viewer question,Nonpolitical,,,,,,,"Health, Government Operations",Written Statement,Video + Article,Yes,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
739,New York,News10NBC Fact Check,2/23/2022,https://www.whec.com/archive/fact-check-natural-immunity-better-than-vaccine-against-delta-variant/,Nikki Rudd,Fact Check: Natural immunity better than vaccine against delta variant,,,,Unknown social media user(s),Nonpolitical,,,,,,,Health,Social Media,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
740,New York,News10NBC Fact Check,3/2/2022,https://www.whec.com/archive/fact-check-facebook-protect/,Nikki Rudd,Fact Check: Facebook Protect,,,,Facebook,Nonpolitical,,,,,,,Economic Issues,Social Media,Video + Article,Yes,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,New York,News10NBC Fact Check,3/14/2022,https://www.whec.com/archive/fact-check-convicted-cop-killer-to-speak-at-suny-brockport/,Nikki Rudd,Fact Check: Convicted cop-killer to speak at SUNY Brockport?,,,,Unknown social media user(s),Nonpolitical,,,,,,,"Law and Crime and Policing, Education",Social Media,Audio + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
743,New York,News10NBC Fact Check,3/24/2022,https://www.whec.com/archive/fact-check-salamander-crossing-in-the-finger-lakes/,Nikki Rudd,Fact Check: Salamander crossing in the Finger Lakes,,,,Viewer question,Nonpolitical,,,,,,,Agriculture,Written Statement,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
744,New York,News10NBC Fact Check,3/29/2022,https://www.whec.com/archive/fact-check-make-200-sharing-your-opinion/,Nikki Rudd,Fact Check: Make $200 sharing your opinion,,,,Viewer question,Nonpolitical,,,,,,,Law and Crime and Policing,Social Media,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
745,New York,News10NBC Fact Check,3/31/2022,https://www.whec.com/archive/fact-check-things-that-go-screech-in-the-night/,Nikki Rudd,Fact Check: Things that go ‘screech’ in the night,,,,Unknown social media user(s),Nonpolitical,,,,,,,Agriculture,Social Media,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
746,New York,News10NBC Fact Check,4/5/2022,https://www.whec.com/archive/fact-check-is-brockport-jalil-muntaqims-first-speaking-event-at-a-local-college/,Nikki Rudd,Fact Check: Is Brockport Jalil Muntaqim’s first speaking event at a local college?,,,,You may have heard...,Nonpolitical,,,,,,,"Law and Crime and Policing, Education",N/A,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
749,New York,News10NBC Fact Check,4/28/2022,https://www.whec.com/archive/fact-check-cat-litter-in-schools/,Nikki Rudd,Fact Check: Cat litter in schools,,,,Unknown social media user(s),Nonpolitical,,,,,,,Education,Social Media,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
750,New York,News10NBC Fact Check,4/28/2022,https://www.whec.com/archive/fact-check-buffalo-bills-stadium-amp-gov-hochuls-husband/,Nikki Rudd,Fact Check: Buffalo Bills stadium & Gov. Hochul’s husband,,,,Unknown social media user(s),Nonpolitical,,,,,,,"Government Operations, Economic Issues",Social Media,Video + Article,Yes,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,New York,News10NBC Fact Check,5/26/2022,https://www.whec.com/archive/fact-check-school-shootings-dont-happen-in-other-countries/,Nikki Rudd,Fact Check: School shootings don’t happen in other countries,,,,Chris Murphy,Political,Politician,Democratic,Yes,U.S. Senator,No,,Guns,Speech/Remarks,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
753,New York,News10NBC Fact Check,8/16/2022,https://www.whec.com/top-news/fact-check-serial-killer-hunting-in-rochester/,Nikki Rudd,Fact Check: Serial killer hunting in Rochester?,,,,Unknown social media user(s),Nonpolitical,,,,,,,Law and Crime and Policing,N/A,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
754,New York,News10NBC Fact Check,10/20/2022,https://www.whec.com/fact-check/fact-check-attempted-carjacking-at-wegmans-in-pittsford/,Nikki Rudd,Fact Check: Attempted carjacking at Wegmans in Pittsford,,,,Unknown social media user(s),Nonpolitical,,,,,,,Law and Crime and Policing,Social Media,Video + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
755,North Carolina,The News & Observer’s Fact-Checking Project,4/9/2022,https://www.newsobserver.com/news/politics-government/election/article260281575.html,"Avi Bajpai, Lars Dolder, T. Keung Hui",Three weeks to build the wall? Fact checking claims from Trump’s NC rally,,,,Donald Trump,Political,Politician,Republican,No,,Yes,President,Voting/Elections,Speech/Remarks,Article,Yes,A,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,4/9/2022,https://www.newsobserver.com/news/politics-government/election/article260281575.html,"Avi Bajpai, Lars Dolder, T. Keung Hui",Three weeks to build the wall? Fact checking claims from Trump’s NC rally,,,,Donald Trump,Political,Politician,Republican,No,,Yes,President,"Law and Crime and Policing, Individual Record",Speech/Remarks,Article,Yes,B,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,4/9/2022,https://www.newsobserver.com/news/politics-government/election/article260281575.html,"Avi Bajpai, Lars Dolder, T. Keung Hui",Three weeks to build the wall? Fact checking claims from Trump’s NC rally,,,,Donald Trump,Political,Politician,Republican,No,,Yes,President,Immigration and Refugee Issues,Speech/Remarks,Article,Yes,B,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,4/9/2022,https://www.newsobserver.com/news/politics-government/election/article260281575.html,"Avi Bajpai, Lars Dolder, T. Keung Hui",Three weeks to build the wall? Fact checking claims from Trump’s NC rally,,,,Donald Trump,Political,Politician,Republican,No,,Yes,President,"LGBTQ, Education",Speech/Remarks,Article,Yes,B,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,4/9/2022,https://www.newsobserver.com/news/politics-government/election/article260281575.html,"Avi Bajpai, Lars Dolder, T. Keung Hui",Three weeks to build the wall? Fact checking claims from Trump’s NC rally,,,,Donald Trump,Political,Politician,Republican,No,,Yes,President,Health,Speech/Remarks,Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,4/9/2022,https://www.newsobserver.com/news/politics-government/election/article260281575.html,"Avi Bajpai, Lars Dolder, T. Keung Hui",Three weeks to build the wall? Fact checking claims from Trump’s NC rally,,,,Donald Trump,Political,Politician,Republican,No,,Yes,President,"Economic Issues, Government Operations",Speech/Remarks,Article,Yes,B,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,4/9/2022,https://www.newsobserver.com/news/politics-government/election/article260281575.html,"Avi Bajpai, Lars Dolder, T. Keung Hui",Three weeks to build the wall? Fact checking claims from Trump’s NC rally,,,,Donald Trump,Political,Politician,Republican,No,,Yes,President,"Economic Issues, Energy and Environment",Speech/Remarks,Article,Yes,B,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,4/9/2022,https://www.newsobserver.com/news/politics-government/election/article260281575.html,"Avi Bajpai, Lars Dolder, T. Keung Hui",Three weeks to build the wall? Fact checking claims from Trump’s NC rally,,,,Donald Trump,Political,Politician,Republican,No,,Yes,President,Immigration and Refugee Issues,Speech/Remarks,Article,Yes,B,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,North Carolina,The News & Observer’s Fact-Checking Project,4/14/2022,https://www.newsobserver.com/news/politics-government/article260396832.html,Lars Dolder,"Fact check: President Biden visits NC to talk about inflation, economic agenda",,,,Joe Biden,Political,Politician,Democratic,Yes,President,No,,"Economic Issues, Individual Record",Speech/Remarks,Article,Yes,A,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,4/14/2022,https://www.newsobserver.com/news/politics-government/article260396832.html,Lars Dolder,"Fact check: President Biden visits NC to talk about inflation, economic agenda",,,,Joe Biden,Political,Politician,Democratic,Yes,President,No,,"Economic Issues, Individual Record",Speech/Remarks,Article,Yes,B,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,4/14/2022,https://www.newsobserver.com/news/politics-government/article260396832.html,Lars Dolder,"Fact check: President Biden visits NC to talk about inflation, economic agenda",,,,Joe Biden,Political,Politician,Democratic,Yes,President,No,,"Economic Issues, Individual Record",Speech/Remarks,Article,Yes,B,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,North Carolina,The News & Observer’s Fact-Checking Project,4/14/2022,https://www.newsobserver.com/news/politics-government/article260396832.html,Lars Dolder,"Fact check: President Biden visits NC to talk about inflation, economic agenda",,,,Joe Biden,Political,Politician,Democratic,Yes,President,No,,Economic Issues,Speech/Remarks,Article,Yes,B,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
